,SP500_Return,Trading_Range,Volume,Volume_Change,Initial_Claims,Mortgage_Rate,Weekly_Economic_Index,Initial_Claims_WoW_Change,Mortgage_Rate_WoW_Change,Weekly_Economic_Index_WoW_Change,Returns_Lag1,Returns_Lag2,Returns_MA4,Returns_Vol4
2022-09-23,-0.04649748253405572,7.117264836760444,21332100000,-0.13734654833072968,202000.0,6.29,2.18,2.538071065989844,4.485049833887045,-25.085910652920962,-0.04770416785639919,0.03646549853988823,-0.022653054910417497,0.03998178061295165
2022-09-30,-0.029137059931369835,4.257940208966993,24475900000,0.1473741450677617,187000.0,6.7,3.01,-7.425742574257422,6.518282988871227,38.07339449541283,-0.04649748253405572,-0.04770416785639919,-0.02171830294548413,0.03970585862210541
2022-10-07,0.015071254944950097,5.602882283396497,22948200000,-0.06241649949542205,204000.0,6.66,2.54,9.090909090909083,-0.5970149253731294,-15.614617940199327,-0.029137059931369835,-0.04649748253405572,-0.027066863844218664,0.02934481229843061
2022-10-14,-0.01554811304257353,6.312898943831953,21864890000,-0.04720675259933238,207000.0,6.92,2.18,1.4705882352941124,3.9039039039038936,-14.173228346456689,0.015071254944950097,-0.029137059931369835,-0.019027850140762248,0.026023286778909964
2022-10-21,0.04735601827577951,3.4117087395186902,22634960000,0.03521947743620024,200000.0,6.94,2.15,-3.3816425120772986,0.28901734104047616,-1.3761467889908396,-0.01554811304257353,0.015071254944950097,0.00443552506169656,0.03406734381040385
2022-10-28,0.039520367355605934,4.376946635992462,23555090000,0.04065083393122859,201000.0,7.08,2.56,0.49999999999998934,2.0172910662824117,19.069767441860463,0.04735601827577951,-0.01554811304257353,0.021599881883440503,0.028326188460763162
2022-11-04,-0.03345501166487319,5.776946374817117,24226300000,0.028495327336893972,202000.0,6.95,2.58,0.4975124378109541,-1.836158192090398,0.78125,0.039520367355605934,0.04735601827577951,0.00946831523098468,0.04002847967088048
2022-11-11,0.05897810132015491,6.870857262088538,24968840000,0.030650161188460423,204000.0,7.08,2.36,0.990099009900991,1.8705035971223083,-8.527131782945741,-0.03345501166487319,0.039520367355605934,0.02809986882166679,0.041807876580479214
2022-11-18,-0.006909673904210933,3.1306487993266496,21831700000,-0.12564220043862673,208000.0,6.61,1.97,1.9607843137254832,-6.638418079096042,-16.52542372881356,0.05897810132015491,-0.03345501166487319,0.01453344577666918,0.04227833600335721
2022-11-25,0.015327822569994876,2.559654883405155,12724860000,-0.4171383813445586,219000.0,6.58,1.65,5.288461538461542,-0.45385779122542047,-16.24365482233503,-0.006909673904210933,0.05897810132015491,0.008485309580266415,0.03912517546003341
2022-12-02,0.011321031826595274,4.135966053871709,22280580000,0.750948929889995,209000.0,6.49,1.9,-4.5662100456621,-1.3677811550151908,15.15151515151516,0.015327822569994876,-0.006909673904210933,0.01967932045313353,0.027929466644630294
2022-12-09,-0.03372548812685794,3.4213047264049696,20662410000,-0.07262692443374452,210000.0,6.33,1.58,0.4784688995215225,-2.4653312788906034,-16.84210526315789,0.011321031826595274,0.015327822569994876,-0.0034965769086196807,0.022355878040624548
2022-12-16,-0.02084693848424035,7.133136753410699,25443390000,0.23138539986381068,211000.0,6.31,1.04,0.4761904761904745,-0.3159557661927437,-34.17721518987342,-0.03372548812685794,0.011321031826595274,-0.006980893053627035,0.024084433621545272
2022-12-23,-0.001957251879951105,3.329271121722308,18506410000,-0.27264370038740904,211000.0,6.27,1.8,0.0,-0.6339144215530945,73.07692307692308,-0.02084693848424035,-0.03372548812685794,-0.01130216166611353,0.0199419537390651
2022-12-30,-0.001383697615177426,2.0474587653747,12097370000,-0.3463146012651832,207000.0,6.42,2.21,-1.8957345971563955,2.392344497607657,22.777777777777764,-0.001957251879951105,-0.02084693848424035,-0.014478344026556705,0.015697760610641737
2023-01-06,0.014475863556452584,2.948079396838519,16190230000,0.33832642962891923,203000.0,6.48,1.73,-1.9323671497584516,0.9345794392523477,-21.71945701357466,-0.001383697615177426,-0.001957251879951105,-0.0024280061057290747,0.014448876187956991
2023-01-13,0.0267029194983055,3.266712338600298,20846120000,0.28757404928774943,207000.0,6.33,1.2,1.9704433497536922,-2.314814814814825,-30.63583815028902,0.014475863556452584,-0.001383697615177426,0.009459458389907388,0.013789084781428719
2023-01-20,-0.006621501363255677,3.341874030641956,16539130000,-0.2066087118370229,203000.0,6.15,1.35,-1.9323671497584516,-2.843601895734593,12.500000000000021,0.0267029194983055,0.014475863556452584,0.008293396019081245,0.015201247368934549
2023-01-27,0.024656321290850824,3.675555706677135,18707010000,0.13107581837738747,202000.0,6.13,1.22,-0.49261083743842304,-0.3252032520325243,-9.629629629629633,-0.006621501363255677,0.0267029194983055,0.014803400745588308,0.015251363882194788
2023-02-03,0.01619431255800552,4.479831913205092,23657120000,0.26461257036800645,199000.0,6.09,1.47,-1.4851485148514865,-0.6525285481239762,20.491803278688515,0.024656321290850824,-0.006621501363255677,0.015233012995976541,0.015263260782221113
2023-02-10,-0.011125406081630485,2.8504305538220533,20661640000,-0.12662065373976206,214000.0,6.12,1.36,7.537688442211055,0.49261083743843415,-7.482993197278908,0.01619431255800552,0.024656321290850824,0.0057759316009925454,0.01736244353167153
2023-02-17,-0.0027796074660193515,2.7623876210970266,19642940000,-0.04930392747139145,217000.0,6.32,1.25,1.4018691588784993,3.267973856209161,-8.088235294117652,-0.011125406081630485,0.01619431255800552,0.006736405075301627,0.016534551738870747
2023-02-24,-0.026733915279747333,2.771184387997763,16031550000,-0.18385180629783526,215000.0,6.5,1.39,-0.9216589861751112,2.848101265822778,11.199999999999989,-0.0027796074660193515,-0.011125406081630485,-0.0061111540673479126,0.017879914684900598
2023-03-03,0.01904259220858573,3.058178120060712,21459460000,0.33857674398295856,208000.0,6.65,1.41,-3.2558139534883734,2.3076923076923217,1.4388489208633004,-0.026733915279747333,-0.0027796074660193515,-0.00539908415470286,0.019080731847558367
2023-03-10,-0.04549337300760414,6.036157099480041,21422390000,-0.001727443281424601,227000.0,6.73,1.05,9.134615384615374,1.2030075187969835,-25.531914893617014,0.01904259220858573,-0.026733915279747333,-0.013991075886196275,0.02811698734257846
2023-03-17,0.014255734926430508,4.085207887063795,33867970000,0.5809613213091536,221000.0,6.6,1.26,-2.643171806167399,-1.9316493313521699,19.999999999999996,-0.04549337300760414,0.01904259220858573,-0.00973224028808381,0.03147130706960896
2023-03-24,0.01387671553855152,3.3339664034023655,24375960000,-0.2802651000340439,228000.0,6.42,1.36,3.167420814479649,-2.7272727272727226,7.936507936507953,0.014255734926430508,-0.04549337300760414,0.0004204174164909036,0.030699345893388224
2023-03-31,0.03483264090303373,4.02932457864824,20849370000,-0.14467491741863703,232000.0,6.32,1.72,1.7543859649122862,-1.5576323987538832,26.470588235294112,0.01387671553855152,0.014255734926430508,0.004367929590102904,0.03465272397519352
2023-04-07,-0.001043980376591036,1.5550929165543146,15917210000,-0.236561584354827,216000.0,6.28,1.87,-6.896551724137934,-0.6329113924050667,8.720930232558155,0.03483264090303373,0.01387671553855152,0.01548027774785618,0.014738113664168578
2023-04-14,0.00794639661494867,2.2256299245286524,17894880000,0.12424727700394733,220000.0,6.27,1.27,1.85185185185186,-0.15923566878981443,-32.08556149732621,-0.001043980376591036,0.03483264090303373,0.013902943169985721,0.015241871117144697
2023-04-21,-0.0009957649895496745,1.3520177895203487,18104210000,0.011697759359101667,224000.0,6.39,1.12,1.8181818181818077,1.9138755980861344,-11.811023622047234,0.00794639661494867,-0.001043980376591036,0.010184823037960422,0.01696680143814795
2023-04-28,0.008699597623232913,2.9809712182546653,18944960000,0.04643947457525077,209000.0,6.43,1.37,-6.696428571428569,0.6259780907668322,22.32142857142856,-0.0009957649895496745,0.00794639661494867,0.003651562218010218,0.005402901516202761
2023-05-05,-0.007969814131357,3.4246616235736203,21160370000,0.11693928094860051,214000.0,6.39,1.18,2.392344497607657,-0.6220839813374845,-13.868613138686147,0.008699597623232913,-0.0009957649895496745,0.001920103779318727,0.00792865076957426
